0-100, *, 51744, Educated, *, NonMarried, Exec-managerial, Single, Orient, Male, 0, 0, 50-100, *, >50k
0-100, *, 58359, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 15024, 0, 50-100, *, >50k
0-100, *, 105614, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 194189, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 121238, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 147002, Educated, *, NonMarried, Craft-repair, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 176814, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 196571, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 180899, Educated, *, Married, Exec-managerial, Single, Occident, Male, 0, 1755, 50-100, *, >50k
0-100, *, 187454, Educated, *, Married, Sales, In-Family, Occident, Male, 99999, 0, 50-100, *, >50k
0-100, *, 277434, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 232586, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 249585, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 55938, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 328776, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 340755, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 362795, Educated, *, Married, Prof-specialty, Single, Occident, Male, 99999, 0, 50-100, *, >50k
0-100, *, 23074, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, >50k
0-100, *, 311671, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 188823, Educated, *, Married, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 31267, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 149210, Educated, *, Married, Transport-moving, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 98010, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 142287, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 1902, 50-100, *, >50k
0-100, *, 62793, Educated, *, Married, Sales, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 139268, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 65087, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 15024, 0, 50-100, *, >50k
0-100, *, 298659, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 204241, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 215895, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 199029, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 2415, 50-100, *, >50k
0-100, *, 43206, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, >50k
0-100, *, 187370, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 15024, 0, 50-100, *, >50k
0-100, *, 173115, Educated, *, Married, Exec-managerial, Single, Orient, Male, 4416, 0, 50-100, *, <=50k
0-100, *, 126754, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 343742, Educated, *, NonMarried, Craft-repair, Single, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 165953, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 1902, 50-100, *, <=50k
0-100, *, 164799, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 134797, Educated, *, Married, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 377622, Educated, *, Married, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 199378, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 157272, Educated, *, Married, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 213668, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 99179, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 94215, Educated, *, Married, Machine-op-inspct, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 160647, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, >50k
0-100, *, 248895, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 168262, Educated, *, Married, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 199448, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 233059, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 239865, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 99335, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 142856, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 148254, Educated, *, Married, Farming-fishing, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 31267, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 137192, Educated, *, Married, Sales, In-Family, Orient, Male, 0, 1977, 50-100, *, >50k
0-100, *, 337768, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 143482, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 36032, Educated, *, NonMarried, Exec-managerial, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 306289, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 102318, Educated, *, Married, Exec-managerial, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 329144, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 44434, Educated, *, Married, Tech-support, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 62546, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 262116, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 76482, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 101320, Educated, *, Married, Sales, In-Family, Occident, Female, 0, 1902, 50-100, *, >50k
0-100, *, 165134, Educated, *, NonMarried, Exec-managerial, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 124672, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 228583, Educated, *, Married, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 119565, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 192349, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 4650, 0, 50-100, *, <=50k
0-100, *, 288548, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 188515, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 155489, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 122066, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 125421, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 54260, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 109705, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 59612, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 61307, Educated, *, Married, Machine-op-inspct, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 105431, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 179869, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 225124, Educated, *, Married, Other-service, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 128736, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 247378, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 31339, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 318331, Educated, *, Married, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 131302, Educated, *, Married, Adm-clerical, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 36177, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 191277, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 15024, 0, 50-100, *, >50k
0-100, *, 34446, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 151584, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 213431, Educated, *, Married, Prof-specialty, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 231961, Educated, *, Married, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 423222, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 104455, Educated, *, Married, Other-service, Single, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 268234, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 246891, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 173584, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 315998, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 144844, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 203039, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 151584, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 207120, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 40000, Educated, *, Married, Sales, In-Family, Occident, Male, 4064, 0, 50-100, *, <=50k
0-100, *, 43348, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 99999, 0, 50-100, *, >50k
0-100, *, 268022, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 155372, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 169711, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 123584, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 163352, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 60751, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 168232, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 175109, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 43348, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 195437, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 252079, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 337666, Educated, *, Married, Machine-op-inspct, Single, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 128132, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 298445, Educated, *, Married, Prof-specialty, In-Family, Occident, Female, 0, 1977, 50-100, *, >50k
0-100, *, 355978, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 99999, 0, 0-50, *, >50k
0-100, *, 203067, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 297884, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 4064, 0, 50-100, *, <=50k
0-100, *, 140121, Educated, *, Married, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 139268, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 7298, 0, 50-100, *, >50k
0-100, *, 87928, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 5013, 0, 50-100, *, <=50k
0-100, *, 201080, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 213307, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 38819, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 111066, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 206577, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 61885, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 143482, Educated, *, Married, Prof-specialty, In-Family, Occident, Female, 0, 0, 50-100, *, >50k
0-100, *, 175622, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 188330, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 126754, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 216734, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 246739, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 154451, Educated, *, Married, Machine-op-inspct, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 115784, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 170165, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 177211, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 181547, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 81654, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 110015, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 39986, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 249289, Educated, *, Married, Prof-specialty, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 116789, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 234320, Educated, *, NonMarried, Prof-specialty, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 28334, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 146268, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 175622, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 193047, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 181657, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 105586, Educated, *, Married, Craft-repair, In-Family, Orient, Male, 0, 0, 50-100, *, >50k
0-100, *, 189498, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 403112, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 26502, Educated, *, Married, Prof-specialty, Single, Occident, Male, 6497, 0, 50-100, *, <=50k
0-100, *, 50474, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 119904, Educated, *, Married, Prof-specialty, In-Family, Occident, Female, 7688, 0, 0-50, *, >50k
0-100, *, 28791, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 170846, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 102945, Educated, *, Married, Machine-op-inspct, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 185800, Educated, *, Married, Prof-specialty, Single, Orient, Female, 7430, 0, 50-100, *, >50k
0-100, *, 180532, Educated, *, Married, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 48495, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 107682, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 275074, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 170871, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 166809, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, >50k
0-100, *, 358668, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 211005, Educated, *, Married, Machine-op-inspct, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 113513, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 176341, Educated, *, NonMarried, Tech-support, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 195612, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 7298, 0, 50-100, *, >50k
0-100, *, 122066, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 199058, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 219021, Educated, *, Married, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 202467, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 360491, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 211762, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 43479, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
